,tweetID,tweetText,tweetRetweetCt,tweetSource,tweetCreated,userID,userScreen,userName,userCreateDt,userDesc,userFollowerCt,userFriendsCt,userLocation,userTimezone
268,916777492211310593,"Photo of the day, 'MOGGS CREEK'. Full daily blog &amp; pic at https://t.co/hbuYp2wNHy #potd  #MoggsCreek #Victoria… https://t.co/nFRr3LQg4b",0,Twitter Web Client,2017-10-07 21:29:21,544009779,LyndenJSmith,Lynden Smith,2012-04-03 03:02:16,Fine Art Photographer,86,25,"Geelong, Australia",Melbourne
294,916774617519333377,Sitting on my fave rock at Main Beach #Straddie #Queensland #NorthStradbrokeIsland #Australia https://t.co/fzliQeTMM9,0,Twitter Web Client,2017-10-07 21:17:56,3907003513,WCWfotos,WCW Photography,2015-10-15 21:46:18,Sharing my travel photos plus he nature & wildlife that lives around me.,173,174,North Stradbroke Island,Melbourne
304,916773902868676610,"Managing migration, cost savings and commercial benefits offered by #cloudcomputing #Australia #Melbourne #Sydney… https://t.co/1s4H662lMR",0,Hootsuite,2017-10-07 21:15:05,761382610996080640,nelson_hilliard,Brad Cloud Tech,2016-08-05 02:05:35,"connecting clients with the top 20% of cloud talent highly skilled within areas of IaaS, PaaS and SaaS",413,1000,Australia and New Zealand,Melbourne
333,916770365845598208,RT @Malarndirri19: #CountryLaborForum in  #Rockhampton as @AustralianLabor discusses challenging issues facing regional #Australia https://…,8,Twitter Web Client,2017-10-07 21:01:02,983508625,geoffrey_payne,Geoffrey Payne,2012-12-01 23:09:56,"Interests: Politics (Port Winger), Collecting Civil & Military Aviation Books & Ephemera",7140,6145,The Goldfields,Melbourne
360,916767006640300033,#another #shade of #green #nofilter #creek #melbourne #australia #seeaustralia #australiagram… https://t.co/PAFVyzdKWp,0,Instagram,2017-10-07 20:47:41,35734780,_silu_,Silu,2009-04-27 12:59:53,,73,72,,Melbourne
406,916760070754635779,6 x Mid-Senior Project Manager (6mths + 6mths Contract ACT) $800 - $900 per day + GST https://t.co/3EOox5bWwL #AussieJobs #Australia #ITJobs,0,Hootsuite,2017-10-07 20:20:08,130100394,NspireITJobs,Nspire Recruitment,2010-04-06 09:12:22,"Find your dream job now! IT jobs within the ACT/ Canberra, Sydney and Melbourne areas.",16497,5243,"Canberra, Australia",Melbourne
425,916757993424850945,"#inktober 8  #melbourne #australia #inktober2017 ""crooked"" ? #fountainpen #stipula #penandink #penandinkaddict #ha…… https://t.co/HkY7oKhLWH",0,IFTTT,2017-10-07 20:11:52,15705996,youstruckgold,youstruckgold,2008-08-03 00:00:44,"Love fountain pens, jazz, follow politics, obsesser of gadgets,music,B.and O and, oh, I run too.",489,280,"iPhone: 0.000000,0.000000",Melbourne
426,916757989486362624,"#inktober 8  #melbourne #australia #inktober2017 ""crooked"" ? #fountainpen #stipula #penandink #penandinkaddict #ha… https://t.co/Fba225Aium",0,IFTTT,2017-10-07 20:11:51,15705996,youstruckgold,youstruckgold,2008-08-03 00:00:44,"Love fountain pens, jazz, follow politics, obsesser of gadgets,music,B.and O and, oh, I run too.",489,280,"iPhone: 0.000000,0.000000",Melbourne
428,916757568676081664,"Perth timelapse, part II // @WestAustralia  #justanotherdayinWA #perth #australia #timelapse https://t.co/FNXEJkLMwR",0,Hootsuite,2017-10-07 20:10:11,320492920,coalphotography,Alexander Legaree,2011-06-20 00:56:01,Canadian expat photographer in? Melbourne ?? | ? Canon 5D Mark IV and Phantom 4.,3812,1827,"Melbourne, Australia",Melbourne
437,916756310305247232,"Perth timelapse, part I // @WestAustralia #justanotherdayinWA #perth #australia #timelapse https://t.co/fTgP1u5qfe",0,Hootsuite,2017-10-07 20:05:11,320492920,coalphotography,Alexander Legaree,2011-06-20 00:56:01,Canadian expat photographer in? Melbourne ?? | ? Canon 5D Mark IV and Phantom 4.,3812,1827,"Melbourne, Australia",Melbourne
494,916748057047216128,Clouds at sunrise. #Canberra #SouthernSkies #Australia https://t.co/XQBGPV4bwM,0,Twitter for iPad,2017-10-07 19:32:23,175000872,JakeMurdoch,Jason Murdoch,2010-08-05 10:54:18,Since 1970 • Native Sydneysider • Library Professional • Sometime Photographer • Dharma Devotee • Retrophile Logophile • Frenzied Vegetarian • Earthly Wanderer,1210,4999,Australia | Indo-Pacific,Melbourne
905,916710996483461120,Australia: NAB intros customer advice via Google Home and Google Assistant https://t.co/G2zOJgxe4J #australia #fintechAus #fintech #finservs,0,Hootsuite,2017-10-07 17:05:07,68939904,wadekwright,Wade Wright,2009-08-26 09:33:27,"https://t.co/yDiriNtKBr: daily, monthly, quarterly // #startups // Walkley 2017 longlist: O2O news & news via IOT // Melbourne & Hobart",2441,4669,"Hobart, Tasmania",Melbourne
1137,916687008390463493,"@Voltron @collider #thankyou for live streaming at #NYCC #NYCC17 #VoltronLegendaryDefender,
Love, #Australia https://t.co/ABqyny1m6K",1,Twitter for Android,2017-10-07 15:29:48,1436924232,keithandallura,Voltron K/A fan-ship,2013-05-17 23:41:23,"All versions of #Voltron #KeithAndAllura #KAllura  visit https://t.co/nGblhKGatA.  
Tweets from Melbourne by @cubbieberry",749,610,Australia,Melbourne
1191,916681281420673025,Thank you to international Psychic Reading clients for your patience awaiting confirmed psychic readings… https://t.co/1a385d9Nau,0,Twitter Web Client,2017-10-07 15:07:03,28899643,VinePsychic,Vine Psychic Reading,2009-04-05 00:04:00,Natural Born Psychic (spiritual medium) loved working in psychic reading field 35 years. Earth's spiritual health our responsibility!  Phone Psychic Readings,2442,2133,Australia / International,Melbourne
1256,916675321390174208,"Just a heads up, Australia!! #Australia #SameSexMarriage #MarriageEquality EQUALITY is what protects the younger ge… https://t.co/thE6MijGKb",0,Echofon,2017-10-07 14:43:22,35729263,imNinjaXR,XR ????,2009-04-27 12:29:29,"I'm a zombie assassinating Ninja. 

PS. Unless you're awesome, you appreciate incessantly random thoughts... or you're my mother; please don't follow me.",20,75,I'm ALWAYS on Top... ?,Melbourne
1354,916667392893214720,RT @GreenAwakening: #Australia—massive #deforestation for cattle pastures—“devastating” #wildlife in #Queensland—#GreatBarrierReef—#GHGs ht…,7,Twitter for Android,2017-10-07 14:11:51,289468489,oldjoeschmo,Father Ted,2011-04-28 18:08:08,Parish Priest of Craggy Island.,2192,2081,Melbourne Australia,Melbourne
1385,916665512033058817,So Here's the final artwork cover of my Debut Single #Ovadose. Releasing: TBH #AdiiAMusic #DebutSingle #Moombahton… https://t.co/NjJssR5QcI,0,Twitter Web Client,2017-10-07 14:04:23,81978736,AdiiAofficial,Adi.A,2009-10-13 01:23:53,"Australian Music Producer, DJ & Other Shits :)
#Moombahton #EDM #Trap",234,216,"Melbourne, Australia",Melbourne
1494,916656993900781568,RT @accessnow: #Australia's Attorney General George Brandis is named a Villain of #digitalrights for attacking #encryption https://t.co/LWO…,13,Twitter Lite,2017-10-07 13:30:32,39041291,kimrisson,kim risson,2009-05-10 12:50:04,"Production, Data, Investigative Journalism & Analysis stuff. [ ] on Innovative Tech, Cyber Security, Privacy, Sport, Health & Human Rights.  RT ? endorse",2063,3034,,Melbourne
1526,916654772651986950,RT @RMergers: Hong Kong #game studio vies to #gopublic via #reversemerger in #Australia on #ASX https://t.co/RzPJfwKhz2 #reve..… https://t.…,1,asxtarget,2017-10-07 13:21:43,898149774485897216,asxtarget,asxtarget,2017-08-17 11:49:27,,43,0,,Melbourne
1563,916652725617745922,????????? #AdamLambert #TheOriginalHigh #Tour #Melbourne #Australia #SoGorgeous #LoveThisGuy… https://t.co/uSeDXFHknr,0,Instagram,2017-10-07 13:13:35,93153839,MissSpookiness9,Magda D ?? ^V^,2009-11-28 09:47:06,Aspiring photographer?Movie?music?junkie AL?TJR supporter?Libra??Broncos?Polish??Girl living in Oz??Insomniac?also @magdadphotog YT - VillesSacrament,826,2440,"Melbourne, Australia ",Melbourne
1616,916647895448805376,Pokemon DVD (Region 4) Ending Soon on eBay AU $1.51 (3 bids)  https://t.co/Mtdb3GtJDG #pokemon #pokemondvds #pikachu #ebayAU #Australia,0,Twitter for Android,2017-10-07 12:54:23,2281280671,NukeAdCo,Nuke Ad Co ?,2014-01-07 23:06:05,Powerful advertising and media solutions brought to you by @adcheep. Place network-wide ads anytime for only $2,2988,2440,US /UK /AU,Melbourne
1641,916645567047929856,"Brick walls.
#geelong #geelongaustralia #victoria #victoriaaustralia #ilovegeelong #australia #geelongsinger… https://t.co/CayhVqmbbc",0,Twitter for Android,2017-10-07 12:45:08,1406427997,RiordanSM,Riordan,2013-05-06 00:29:08,Riordan Stewart-McDougall • Australia • Believer • Singer-Songwriter • Musician • Dancer • Revelation 22:18-19,43,105,Australia,Melbourne
1703,916639770180149249,"RT @palmboy4444: #Australia says #StopAdani #coal mine
#Queensland veto $1M #Adani loan
https://t.co/q2hY2VCvXI
#Renewables #energy #climat…",7,Twitter for iPhone,2017-10-07 12:22:06,1670811,ClownFishTaylor,Clownfish,2007-03-20 21:10:08,"Startups, product development, user centered design",797,1347,,Melbourne
1714,916638151556206592,What? #Australia https://t.co/Su5ippuYhQ,0,Echofon,2017-10-07 12:15:40,78787098,AngelaKorras,Angela Korras,2009-10-01 03:13:25,"Freedom for all not just the few, Terrorism worldwide, Geopolitics. Graphic Content.",3687,3780, Australia,Melbourne
1790,916630748148391937,RT @JanelleBowden: The problems #healthtech and #biotech startups in #Australia are solving https://t.co/FJJCpone5H #medical #startup #ecos…,2,Twitter for iPhone,2017-10-07 11:46:15,823811552381808643,_IMNIS,IMNIS,2017-01-24 08:35:54,A diverse Industry Mentoring Network fostering a vibrant STEM ecosystem in Australia. An @atse_au initiative #IMNIS #industry Executive Director @MVEG001,1608,5001,Australia,Melbourne
24,916795341072228357,#floriade #canberra #spring #flowers #australia #nature #cbr @ Floriade https://t.co/3uSMUx2jrG,0,Instagram,2017-10-07 22:40:17,430624150,SonyaHeaney,Sonya Heaney,2011-12-07 11:38:25,http://t.co/Px6g5n1A9Z,737,1106,Canberra Australia,Brisbane
43,916794816981118976,#floriade #canberra #spring #flowers #nature #australia #cbr @ Floriade https://t.co/kOtIId9Vip,0,Instagram,2017-10-07 22:38:12,430624150,SonyaHeaney,Sonya Heaney,2011-12-07 11:38:25,http://t.co/Px6g5n1A9Z,737,1106,Canberra Australia,Brisbane
76,916792650119790592,"@AudreyCooke77 @jameshancockABC @abcnews @abcnewsMelb I wonder, when there is no one left to tax to pay for ever ex… https://t.co/OWKzUwqyOT",0,Twitter Web Client,2017-10-07 22:29:35,1411726710,Chris_E_Qld_Au,Chris Eastaughffe,2013-05-08 02:16:00,"Company Director, Investigator, Author.  Experienced: adult training, construction, mining, primary production, environment.  Married, with children.",147,60,"Queensland, Australia.",Brisbane
88,916791800379166720,#canberra #floriade #australia #spring #flowers #nature #cbr @ Floriade https://t.co/5coTk3eQxN,0,Instagram,2017-10-07 22:26:13,430624150,SonyaHeaney,Sonya Heaney,2011-12-07 11:38:25,http://t.co/Px6g5n1A9Z,737,1106,Canberra Australia,Brisbane
191,916783805658099718,@australian WHY is there a backlash for a personal decision ... How many 'Yes' supporters have to face a backlash?… https://t.co/AGaUoWIaRq,0,Twitter Web Client,2017-10-07 21:54:26,1411726710,Chris_E_Qld_Au,Chris Eastaughffe,2013-05-08 02:16:00,"Company Director, Investigator, Author.  Experienced: adult training, construction, mining, primary production, environment.  Married, with children.",147,60,"Queensland, Australia.",Brisbane
233,916780208761344000,RT @ButterflyWrite: #Australia thousands people gathered today #StopAdani world's largest mine NOT approved by people #savethereef #land #w…,13,Twitter for iPhone,2017-10-07 21:40:09,485497413,MinhKular,JustBlameLabor????,2012-02-07 08:14:00,#antiracist #VAW #animallover #Unionthug #Truebeliever #mentalhealthnurse #snarky #Feminist #humanrights #foodie #blockedbybishop,9328,4776,Cape York and Cairns,Brisbane
345,916768701193613312,Sharon Curl Leading PNA in Australia. Helping women live empowered lives in a supportive way. #australia #mums https://t.co/Anabf9iIdU,0,The Social Jukebox,2017-10-07 20:54:25,2848125350,tagbusiness,Think&Grow Business,2014-10-09 02:22:46,"Think and Grow Business. Improving the performance of people in business. Growing Leaders, Growing Business.",4649,416,Brisbane,Brisbane
387,916763355313876992,RT @Coolmon2009: Things to do in #Australia  https://t.co/OpXT71J7U1  #TravelAustralia #VisitAustralia #Travel ???? https://t.co/eQsLRT7MyQ,28,Twitter Web Client,2017-10-07 20:33:11,3012906360,RadugaTourism,Raduga Tourism,2015-02-08 03:16:20,#Gaytravel #Australia Español: https://t.co/SCH6j36MXK ???????: https://t.co/reYTSk84Ml; https://t.co/4goZK8V5t4 Instagram: https://t.co/PCaThNWopj #gay #LGBT,2182,2151,"Cairns, Australia",Brisbane
388,916763251349716992,RT @GreenAwakening: #Australia—massive #deforestation for cattle pastures—“devastating” #wildlife in #Queensland—#GreatBarrierReef—#GHGs ht…,7,Twitter for Android,2017-10-07 20:32:46,2897233640,watt_shane,?watthefu?#*^!?,2014-11-12 06:34:56,"Im probably gonna r/t th shit outta u !!
hav a nice day
?
#405640",3371,3156,Butchulla country,Brisbane
389,916763251291045888,Mackay Sunrise this morning ?????? #Australia https://t.co/OJZtWtP8qu,0,Twitter for iPhone,2017-10-07 20:32:46,48960532,Shannon_Clare,Shannon Clare,2009-06-20 08:21:52,? Yoga & Lifestyle Blogger | #Yoga Teacher In Training | #Mother of #Twins | Soul Searcher | Addicted to #Coffee & #MMA| Follow my IG @shannon_clare,2520,961,Australia ,Brisbane
429,916757556420333574,#Airwaves #Menthol #Eucalyptus is one of the most popular brands of #sugarfree #chewinggum in #Australia. https://t.co/ayWcZ4Cqry,0,Hootsuite,2017-10-07 20:10:08,48929905,Moo_Lolly_Bar,Moo-Lolly-Bar,2009-06-20 04:47:42,"Moo-Lolly-Bar is the best online chocolate, lolly & confectionery store in Australia! Why not log on to http://t.co/SZWXZph5gZ and check us out?",1314,1782,"Sunshine Coast, Australia",Brisbane
465,916751915156770816,RT @BrendanCarton: 29% of new vehicles sold in #Norway are now #electricvehicles—#Australia: 0.1%; a dangerous dependence on imported oil.…,2,Twitter for iPhone,2017-10-07 19:47:43,485497413,MinhKular,JustBlameLabor????,2012-02-07 08:14:00,#antiracist #VAW #animallover #Unionthug #Truebeliever #mentalhealthnurse #snarky #Feminist #humanrights #foodie #blockedbybishop,9328,4776,Cape York and Cairns,Brisbane
708,916724390011604992,What #dumb #leaders do! Share if you have had a dumb leader. #leadership #today #business #australia https://t.co/HyJopqzGiT,0,The Social Jukebox,2017-10-07 17:58:21,2848125350,tagbusiness,Think&Grow Business,2014-10-09 02:22:46,"Think and Grow Business. Improving the performance of people in business. Growing Leaders, Growing Business.",4649,416,Brisbane,Brisbane
901,916711502299635712,Backwash ....by Stuart McAndrew #australia https://t.co/0BqpquJ1Yo #photo #travel rt @maxOZ @GWPStudio,0,smqueue,2017-10-07 17:07:08,28039485,GWPStaff,GWPstaff,2009-04-01 03:19:22,Staff & Friends Site for @GWPStudio,84691,51797,"Brisbane, Australia",Brisbane
1570,916652093351460865,Backwash ....by Stuart McAndrew #australia https://t.co/QXQ3tStoP5 #photo #travel rt @maxOZ @GWPStudio,0,DEV smqueue,2017-10-07 13:11:04,877393542,smqueue_live,smqueue_live,2012-10-13 09:06:49,Live Test Account One for @smqueue,1082,5001,"Brisbane, Australia",Brisbane
1609,916649162841755648,"#spritz #palmcove #italianstyle #aperol #aperolspritz #australia @ Palm Cove, Queensland https://t.co/NcPkoURifJ",0,Instagram,2017-10-07 12:59:25,197386056,alemondo,Alessandro Mondo,2010-10-01 10:56:34,"WEB https://t.co/JcEDllH5pf
Photographer interested in #model #ballet #motorsport #theater #dance #photostudio #palmcove #cairns #cairnslife #boudoir #glamour",105,663,"Cairns, Queensland",Brisbane
1629,916646831055970305,RT @photosSMH: Activists at #StopAdani #protests around #Australia today against the #AdaniCoal Mine https://t.co/gpP0nzoV2q #Photo @Kather…,30,Twitter for iPhone,2017-10-07 12:50:09,1431952093,GoldCoastNurse,Gold Coast Nurse,2013-05-16 02:01:29,Will always stand up for workers rights and fight for what is right. Proud to be a Union delegate & a staunch UNION member. Solidarity forever.,2395,2743,,Brisbane
1652,916644309536997376,#Cadbury #Chocolate #Fish from #NewZealand is now available in #Australia https://t.co/SMT0cApbkY,0,Hootsuite,2017-10-07 12:40:08,48929905,Moo_Lolly_Bar,Moo-Lolly-Bar,2009-06-20 04:47:42,"Moo-Lolly-Bar is the best online chocolate, lolly & confectionery store in Australia! Why not log on to http://t.co/SZWXZph5gZ and check us out?",1314,1782,"Sunshine Coast, Australia",Brisbane
1701,916640068181176320,"RT @palmboy4444: #Australia says #StopAdani #coal mine
#Queensland veto $1M #Adani loan
https://t.co/q2hY2VCvXI
#Renewables #energy #climat…",7,Twitter for Android,2017-10-07 12:23:17,40365839,snaglet,snaglet,2009-05-15 23:59:27,consumerism is finished; why buy when sharing will suffice. Planet Earth is a community; get with the program #NOpogrom #presentlyplaying #stopsucking plastique,1348,3892,"Valhalla, Queensland,  Oz",Brisbane
1730,916636775870861313,Top 10 Most Popular #Nestle #Chocolate Bars in #Australia https://t.co/uSNstyxBn8,0,Hootsuite,2017-10-07 12:10:12,48929905,Moo_Lolly_Bar,Moo-Lolly-Bar,2009-06-20 04:47:42,"Moo-Lolly-Bar is the best online chocolate, lolly & confectionery store in Australia! Why not log on to http://t.co/SZWXZph5gZ and check us out?",1314,1782,"Sunshine Coast, Australia",Brisbane
1741,916635672290529280,"#Australia says #StopAdani #coal mine
#Queensland veto $1M #Adani loan
#Renewables #energy #climate
#qldpol #auspol
https://t.co/EAywl1QBDj",1,Twitter Web Client,2017-10-07 12:05:49,134012695,palmboy4444,Phil Browne,2010-04-17 06:34:56,"Advocate for a #secular #sustainable society and #LGBT equal civil rights, including #MarriageEquality. Fan of @BneLAG",1030,137,"Brisbane, Australia",Brisbane
1769,916633709008187392,"#Australia says #StopAdani #coal mine
#Queensland veto $1M #Adani loan
https://t.co/q2hY2VCvXI
#Renewables #energy #climate
#qldpol #auspol",7,Twitter Web Client,2017-10-07 11:58:01,134012695,palmboy4444,Phil Browne,2010-04-17 06:34:56,"Advocate for a #secular #sustainable society and #LGBT equal civil rights, including #MarriageEquality. Fan of @BneLAG",1030,137,"Brisbane, Australia",Brisbane
1809,916629207748370434,Top 10 #JellyBelly flavours for #Weddings in #Australia https://t.co/79QuzT76bZ,0,Hootsuite,2017-10-07 11:40:07,48929905,Moo_Lolly_Bar,Moo-Lolly-Bar,2009-06-20 04:47:42,"Moo-Lolly-Bar is the best online chocolate, lolly & confectionery store in Australia! Why not log on to http://t.co/SZWXZph5gZ and check us out?",1314,1782,"Sunshine Coast, Australia",Brisbane
1817,916628840054525952,#SpiderManHomecoming is the best #Spiderman so far. Awesome!! &amp; the visual effects were actually done here in #Australia!!,0,Twitter for iPhone,2017-10-07 11:38:40,2959187234,SareSommer,Sare Sommer,2015-01-05 05:11:38,Trying to get into the music/film industry in editing/pre/post production. I have Cerebral Palsy.,33,74,Australia ,Brisbane
,tweetID,tweetText,tweetRetweetCt,tweetSource,tweetCreated,userID,userScreen,userName,userCreateDt,userDesc,userFollowerCt,userFriendsCt,userLocation,userTimezone
94,916931318092513282,@JeremyPalmer7 @Jens62622095 @SteveKubota @StreetFoodUK @Binksterb @LisaMRomano @mattsparks88 @JoanJetsetter… https://t.co/2LQ70yzZyB,6,Twitter for iPhone,2017-10-08 07:40:36,275622946,YumchaAddict,Yumcha Addict,2011-04-01 17:12:53,"Aussie Foodie busy blogging, tweeting pics & reviews of Yumcha Dim Sum & other fave food in Sydney & beyond - also on Instagram",16463,8019,Sydney Australia,Sydney
151,916844733900611584,RT @jephilip: Nathan Walker introduced as the 1st #Aussie in the #NHL. Go #Caps @PuckPodcast https://t.co/8Zpp7a3jeR,10,Twitter for iPhone,2017-10-08 01:56:33,379623158,Goto919,David Atkins,2011-09-25 08:27:01,"Like SA Redbacks, Sydney Thunder, Cronulla Sharks, West Adelaide Bloods, Adelaide Crows, Le Catalan Dragons, NFL and College Football and the Boston Bruins.",1472,4821,Sydney,Sydney
159,916832073393901568,"Crafted by an #Aussie ????
Move over Purple Nurples 
The Death Flip has arrived
#SPNFamiIy 
#Supernatural https://t.co/dljfvFpdoj",0,Twitter for iPad,2017-10-08 01:06:14,482529260,Sammyscougar,Sammyscougar,2012-02-04 01:05:57,Supernatural-holic. Young @ heart,1112,1078,Sydney Australia,Sydney
170,916819881638559744,mmmm #Sydney #Foodies: who's #eating #Yumcha #DimSum this #weekend ?? ? multicultural #Aussie #Food ? mmmm https://t.co/a3PNVJAMqL,1,Twitter for iPhone,2017-10-08 00:17:48,275622946,YumchaAddict,Yumcha Addict,2011-04-01 17:12:53,"Aussie Foodie busy blogging, tweeting pics & reviews of Yumcha Dim Sum & other fave food in Sydney & beyond - also on Instagram",16463,8019,Sydney Australia,Sydney
171,916819807969751040,"Well done@NathanWalks10, aussie card collecting has been waiting for this to happen #tradingcards #collecting… https://t.co/vorjiqdEdx",0,Twitter Web Client,2017-10-08 00:17:30,869989813,TCAC1of1,TCAC,2012-10-09 14:27:14,"BUY, SELL and TRADE",27,109,Sydney,Sydney
173,916817685324763137,I bought a hat #nocorks #aussie #drover https://t.co/clQMZPnODD,0,Twitter for iPhone,2017-10-08 00:09:04,298733848,howard_myers,Howard Myers,2011-05-14 20:54:15,"Exec Producer at Foxtel. I write, create, produce and direct TV and other content. Life is short, make it sweet. Tweets are not my own. https://t.co/VYu5FpKS4j",273,280,Sydney,Sydney
203,916793741284990976,Oct7 had to remove this tree stump as it's in the way for the fence. Mission &amp; a half. #aussie… https://t.co/47wtGhoktz,1,Instagram,2017-10-07 22:33:55,354628445,vegan_damo,vegandamo,2011-08-14 01:41:34,"This is me, trying to live a good life...",76,140,"Blue Mountains, Australia",Sydney
205,916792419546431488,"Oct7 digging holes for fence posts becomes fun when you hit sandstone 4"" down. #aussie #bloke… https://t.co/NrvsHHLkfm",0,Instagram,2017-10-07 22:28:40,354628445,vegan_damo,vegandamo,2011-08-14 01:41:34,"This is me, trying to live a good life...",76,140,"Blue Mountains, Australia",Sydney
210,916782104414896128,Oct6 first green grocer #cicada I've seen this season in our yard.  #instainsect #aussie #bloke… https://t.co/AZ5bADztk4,0,Instagram,2017-10-07 21:47:41,354628445,vegan_damo,vegandamo,2011-08-14 01:41:34,"This is me, trying to live a good life...",76,140,"Blue Mountains, Australia",Sydney
287,916657006412484608,UNTO THE WALL ONE LAST TIME | D1 WOTM #Pyreteam #Aussie: https://t.co/zD80nZYJkt via @YouTube,0,Google,2017-10-07 13:30:35,2318108965,MaskedNozza,Ian Norrington,2014-01-30 01:47:42,"Entertainer | @watchmixer
Designer / Coder | @UnrealEngine
Fiction writer | @YouTube
Amateur snowboarder",66,203,"Sydney, Australia",Sydney
294,916644288087412736,"@NicoleKidman, the epiphany of #elegance #beauty and #style and one of our favorite #aussie ladies will star in a n… https://t.co/9pMSXQsehX",0,Twitter Web Client,2017-10-07 12:40:03,913915333169295360,SunglassesAU,DesignerSunglassesAU,2017-09-29 23:56:09,Trendy #DesignerSunglasses at #Clearance Prices!All Money Go To Charity Purposes.Become A Superhero For Kids Suffering From Cancer &Buy The Perfect #Sunglasses!,90,251,Australia,Sydney
296,916636822268026881,Did any #Aussie #Toddlerz who purchased on #MothCandy got this email yesterday??? https://t.co/T9zF3mhAET,0,Twitter for iPhone,2017-10-07 12:10:23,25960484,shaza21,Chanel,2009-03-23 05:36:42,"29 YO ??Carter,Lamar&Myla 04.06.17 best day in my life so far was going to #straightouttaOz by Todrick Hall and meeting him and Chester ????",161,647,,Sydney
337,916552962620538880,@AlanWPhotos @ronfeir @SeanBHawkins @brides2bouquets @figennevin @StrangeWorxFilm @FingaskCastle @PVFilmsScotland… https://t.co/8k6BUd7G3G,2,Twitter Web Client,2017-10-07 06:37:09,275622946,YumchaAddict,Yumcha Addict,2011-04-01 17:12:53,"Aussie Foodie busy blogging, tweeting pics & reviews of Yumcha Dim Sum & other fave food in Sydney & beyond - also on Instagram",16463,8019,Sydney Australia,Sydney
338,916552491650576384,@AlanWPhotos @TheWatchfulCook @emmafarrowart @VeronicaEvents @JRs_partsonline @MrsPandP @2hand2h @TTTartan… https://t.co/yScppOMoNV,1,Twitter Web Client,2017-10-07 06:35:17,275622946,YumchaAddict,Yumcha Addict,2011-04-01 17:12:53,"Aussie Foodie busy blogging, tweeting pics & reviews of Yumcha Dim Sum & other fave food in Sydney & beyond - also on Instagram",16463,8019,Sydney Australia,Sydney
339,916552300298039296,Oh how I've missed you.. #Aussie #Beef #Scotch #Fillet #Steak #BBQ #Free #Range #Spring #Food… https://t.co/br5nL67QLM,0,Instagram,2017-10-07 06:34:31,284492855,willgotsis,willy g ?,2011-04-19 11:32:31,Husband/Dad. Sports Analyst & PT Ground Announcer/MC. Part of the @SWR999Sport Commentary Team.,1582,1574,,Sydney
340,916548409682620421,RT @geelong6: #AusScopeOctober Meet melody. #aussie animals https://t.co/jHwwTMJp2A,1,Periscope,2017-10-07 06:19:04,67556358,GibboFootball,Brian Gibson,2009-08-21 07:56:52,Head of Digital Strategy & Partnerships at @Digivizer // Founder @AustFootball // Data & Analytics Junkie // Pro Headline Writer // #Digital #AusScopeOctober,6190,6016,"New South Wales, Australia",Sydney
344,916542440961490944,RT @ChocolateJohnny: G’day come see some special #aussie animals in #chocolate #ausscopeoctober #love #golive https://t.co/moSGEBzfA7,13,Periscope,2017-10-07 05:55:21,47906792,donga104,Terry Sullivan,2009-06-17 09:18:04,Providing live stream coverage of #rugbyleague games using the #periscope and #snapchat platforms @alburythunder #Group9 ?SnapLIVE @coffeejalopy,376,639,Albury NSW,Sydney
356,916525677959983104,RT @ChocolateJohnny: G’day come see some special #aussie animals in #chocolate #ausscopeoctober #love #golive https://t.co/moSGEBzfA7,13,Periscope,2017-10-07 04:48:44,67556358,GibboFootball,Brian Gibson,2009-08-21 07:56:52,Head of Digital Strategy & Partnerships at @Digivizer // Founder @AustFootball // Data & Analytics Junkie // Pro Headline Writer // #Digital #AusScopeOctober,6190,6016,"New South Wales, Australia",Sydney
357,916525408161480705,G’day come see some special #aussie animals in #chocolate #ausscopeoctober #love #golive https://t.co/moSGEBzfA7,13,Periscope,2017-10-07 04:47:40,35916919,ChocolateJohnny,John Kapos,2009-04-28 00:10:12,Creator @Perfection Chocolates #livevideo international #speaker #smallbusiness Disruptior.#advisor Retail Wholesale Manufacture.Mentor https://t.co/QkxKIsqUFy,6570,3219,"Sydney, Australia",Sydney
418,916414222849814528,@LisaMRomano @StreetFoodUK @JeremyPalmer7 @Jens62622095 @mattsparks88 @Dracaenawines @ScottsdaleToDo @Binksterb… https://t.co/EtkuhiuISk,13,Twitter for iPhone,2017-10-06 21:25:51,275622946,YumchaAddict,Yumcha Addict,2011-04-01 17:12:53,"Aussie Foodie busy blogging, tweeting pics & reviews of Yumcha Dim Sum & other fave food in Sydney & beyond - also on Instagram",16463,8019,Sydney Australia,Sydney
463,916269930936393729,RT @TrishKurralinga: Are you proud to be an #Aussie @billshortenmp? Because I am totally ashamed of the daily cruelty #Refugees are subject…,8,Twitter for Android,2017-10-06 11:52:29,27607301,AmandaPerram,Amanda Perram,2009-03-30 08:49:55,"5 kids, 1 dog, 2 cats and 2 birds = 1 exhausted woman xx",521,1025,"Central Coast, New South Wales",Sydney
481,916213436966563840,SUPER SALLY! @sallypearson got the chocolates at #ZurichDL this season! That event RPLY is coming up at 8pm EST!… https://t.co/xGMZDFOn7S,1,TweetDeck,2017-10-06 08:08:00,1276447915,EurosportAUS,Eurosport Australia,2013-03-18 01:10:56,"Official Twitter account of Eurosport Australia! Bringing you LIVE cycling, wintersport, athletics and much more....Channel 511 on Foxtel",3399,1142,Australia,Sydney
